cik,company_name,filing_date,is_basic_earnings_per_share_unit,is_basic_earnings_per_share_value,is_cost_of_revenue_unit,is_cost_of_revenue_value,is_gross_profit_unit,is_gross_profit_value,is_operating_expenses_unit,is_operating_expenses_value,is_revenues_unit,is_revenues_value,ci_comprehensive_income_loss_unit,ci_comprehensive_income_loss_value,ci_comprehensive_income_loss_attributable_to_parent_unit,ci_comprehensive_income_loss_attributable_to_parent_value,ci_other_comprehensive_income_loss_unit,ci_other_comprehensive_income_loss_value,cfs_exchange_gains_losses_unit,cfs_exchange_gains_losses_value,cfs_net_cash_flow_unit,cfs_net_cash_flow_value,cfs_net_cash_flow_from_financing_activities_unit,cfs_net_cash_flow_from_financing_activities_value,bs_assets_unit,bs_assets_value,bs_current_assets_unit,bs_current_assets_value,bs_liabilities_and_equity_unit,bs_liabilities_and_equity_value,bs_fixed_assets_unit,bs_fixed_assets_value,bs_equity_attributable_to_noncontrolling_interest_unit,bs_equity_attributable_to_noncontrolling_interest_value,bs_noncurrent_assets_unit,bs_noncurrent_assets_value,bs_liabilities_unit,bs_liabilities_value,bs_other_than_fixed_noncurrent_assets_unit,bs_other_than_fixed_noncurrent_assets_value,bs_equity_attributable_to_parent_unit,bs_equity_attributable_to_parent_value,bs_noncurrent_liabilities_unit,bs_noncurrent_liabilities_value,bs_current_liabilities_unit,bs_current_liabilities_value,bs_equity_unit,bs_equity_value,cfs_net_cash_flow_from_op_and_inv
1813756,WeWork Inc.,2023-08-08,USD / shares,-0.21,USD,-1000000.0,USD,845000000.0,USD,1196000000.0,USD,844000000.0,USD,-421000000.0,USD,-369000000.0,USD,-24000000.0,USD,-2000000.0,USD,-67000000.0,USD,241000000.0,USD,15063000000.0,USD,744000000.0,USD,15063000000.0,,,USD,158000000.0,USD,14319000000.0,USD,18656000000.0,,,USD,-3718000000.0,USD,16467000000.0,USD,2189000000.0,USD,-3560000000.0,-308000000.0
1599489,Veritiv Corp,2023-08-08,USD / shares,5.22,,87502000.0,,,USD,1358400000.0,USD,1457300000.0,USD,70900000.0,USD,70900000.0,USD,200000.0,USD,-300000.0,USD,10900000.0,USD,-80300000.0,USD,2022300000.0,USD,1376400000.0,USD,2022300000.0,,,USD,0.0,USD,645900000.0,USD,1139000000.0,,,USD,883300000.0,USD,512700000.0,USD,626300000.0,USD,883300000.0,91200000.0
1856031,Vivid Seats Inc.,2023-08-08,,,,87502000.0,,,,61616000.0,USD,139150000.0,USD,13646000.0,USD,13646000.0,USD,0.0,,,USD,2880000.0,USD,-11703000.0,USD,1324684000.0,USD,427793000.0,USD,1324684000.0,USD,10356000.0,USD,0.0,USD,896891000.0,USD,1618017000.0,USD,886535000.0,USD,-293333000.0,USD,398526000.0,USD,429075000.0,USD,-293333000.0,14583000.0
1576885,"Acumen Pharmaceuticals, Inc.",2023-08-08,USD / shares,-0.28,,87502000.0,,,USD,13478000.0,USD,0.0,USD,-11732000.0,USD,-11732000.0,USD,-11732000.0,,,USD,-52853000.0,USD,-52247000.0,USD,177405000.0,USD,149538000.0,USD,177405000.0,USD,136000.0,USD,0.0,USD,27867000.0,USD,8531000.0,USD,27731000.0,USD,168874000.0,USD,0.0,USD,8531000.0,USD,168874000.0,-606000.0
1593899,"Atea Pharmaceuticals, Inc.",2023-08-08,USD / shares,-0.34,,87502000.0,,,USD,35235000.0,USD,0.0,USD,-28186000.0,USD,-28186000.0,USD,-3000.0,,,USD,30445000.0,USD,0.0,USD,626028000.0,USD,620826000.0,USD,626028000.0,USD,1497000.0,USD,0.0,USD,5202000.0,USD,23679000.0,USD,3705000.0,USD,602349000.0,USD,7520000.0,USD,16159000.0,USD,602349000.0,30445000.0
16040,CABOT CORP,2023-08-08,USD / shares,1.44,USD,745000000.0,USD,223000000.0,USD,73000000.0,USD,968000000.0,USD,69000000.0,USD,67000000.0,USD,-21000000.0,,,USD,7000000.0,USD,-161000000.0,USD,3387000000.0,USD,1602000000.0,USD,3387000000.0,USD,1364000000.0,USD,135000000.0,USD,1785000000.0,USD,2121000000.0,USD,421000000.0,USD,1131000000.0,USD,1383000000.0,USD,738000000.0,USD,1266000000.0,168000000.0
1640428,"EverQuote, Inc.",2023-08-08,USD / shares,-0.4,USD,5547000.0,USD,62438000.0,USD,75808000.0,USD,67985000.0,USD,-13179000.0,USD,-13179000.0,USD,-13179000.0,,,USD,2284000.0,USD,-49000.0,USD,145055000.0,USD,70885000.0,USD,145055000.0,USD,6689000.0,USD,0.0,USD,74170000.0,USD,39517000.0,USD,67481000.0,USD,105538000.0,USD,1786000.0,USD,37731000.0,USD,105538000.0,2333000.0
889609,"CONSUMER PORTFOLIO SERVICES, INC.",2023-08-08,USD / shares,0.67,,87502000.0,,,USD,66254000.0,USD,84858000.0,,,,,,,,,USD,-13939000.0,USD,2441000.0,USD,2853878000.0,USD,2853878000.0,USD,2853878000.0,USD,1284000.0,,,USD,0.0,USD,2598681000.0,USD,-1284000.0,,,USD,0.0,USD,2598681000.0,,,-16380000.0
48287,HNI CORP,2023-08-08,USD / shares,-0.3,USD,347900000.0,USD,215500000.0,USD,219100000.0,USD,563500000.0,USD,-12900000.0,USD,-12900000.0,USD,-100000.0,,,USD,6900000.0,USD,375200000.0,USD,2075600000.0,USD,597700000.0,USD,2075600000.0,USD,579600000.0,USD,300000.0,USD,1477900000.0,USD,1360300000.0,USD,898300000.0,USD,715000000.0,USD,870900000.0,USD,489400000.0,USD,715300000.0,-368300000.0
1846069,"Nextdoor Holdings, Inc.",2023-08-08,USD / shares,-0.09,USD,10438000.0,USD,46451000.0,USD,87893000.0,USD,56889000.0,USD,-36979000.0,USD,-36979000.0,USD,-36979000.0,USD,24000.0,USD,17676000.0,USD,2026000.0,USD,684037000.0,USD,592063000.0,USD,684037000.0,USD,9947000.0,USD,0.0,USD,91974000.0,USD,100959000.0,USD,82027000.0,USD,583078000.0,USD,63883000.0,USD,37076000.0,USD,583078000.0,15650000.0
1739410,Rallybio Corp,2023-08-08,USD / shares,-0.46,,87502000.0,,,USD,20083000.0,USD,0.0,USD,-18841000.0,USD,-18841000.0,USD,-211000.0,,,USD,-6960000.0,USD,210000.0,USD,147576000.0,USD,146834000.0,USD,147576000.0,USD,308000.0,USD,0.0,USD,742000.0,USD,8319000.0,USD,434000.0,USD,139257000.0,USD,266000.0,USD,8053000.0,USD,139257000.0,-7170000.0
1498828,Howard Hughes Corp,2023-08-08,USD / shares,-0.39,,87502000.0,,,USD,222686000.0,USD,223316000.0,USD,-16393000.0,USD,-16395000.0,USD,2748000.0,,,USD,-46020000.0,USD,166172000.0,USD,9769415000.0,USD,9769415000.0,USD,9769415000.0,,,USD,65828000.0,USD,0.0,USD,6200962000.0,,,USD,3502625000.0,USD,0.0,USD,6200962000.0,USD,3568453000.0,-212192000.0
1868726,"OLAPLEX HOLDINGS, INC.",2023-08-08,USD / shares,0.01,USD,31745000.0,USD,77496000.0,USD,58737000.0,USD,109241000.0,USD,7803000.0,USD,7803000.0,USD,1647000.0,,,USD,9078000.0,USD,-16555000.0,USD,1722924000.0,USD,570623000.0,USD,1722924000.0,USD,932000.0,USD,0.0,USD,1152301000.0,USD,905072000.0,USD,1151369000.0,USD,817852000.0,USD,843823000.0,USD,61249000.0,USD,817852000.0,25633000.0
1656472,Cronos Group Inc.,2023-08-08,USD / shares,-0.02,USD,15922000.0,USD,3099000.0,USD,23719000.0,USD,19021000.0,USD,8083000.0,USD,8170000.0,USD,16580000.0,USD,2726000.0,USD,-4239000.0,USD,-39000.0,USD,1168347000.0,USD,924774000.0,USD,1168347000.0,USD,57695000.0,USD,-3016000.0,USD,243573000.0,USD,31674000.0,USD,185878000.0,USD,1139689000.0,USD,3748000.0,USD,27926000.0,USD,1136673000.0,-4200000.0
1319161,Warner Music Group Corp.,2023-08-08,,,USD,850000000.0,USD,714000000.0,USD,525000000.0,USD,1564000000.0,USD,108000000.0,USD,106000000.0,USD,-16000000.0,,,USD,3000000.0,USD,-90000000.0,USD,8150000000.0,USD,2317000000.0,USD,8150000000.0,USD,454000000.0,USD,18000000.0,USD,5833000000.0,USD,7851000000.0,USD,5379000000.0,USD,281000000.0,USD,4561000000.0,USD,3290000000.0,USD,299000000.0,93000000.0
1454938,Outbrain Inc.,2023-08-08,USD / shares,0.22,USD,181779000.0,USD,44021000.0,USD,51680000.0,USD,225800000.0,USD,9991000.0,USD,9991000.0,USD,-1291000.0,USD,-810000.0,USD,-13412000.0,USD,-97866000.0,USD,633606000.0,USD,389185000.0,USD,633606000.0,,,USD,0.0,USD,244421000.0,USD,413387000.0,,,USD,220219000.0,USD,146209000.0,USD,267178000.0,USD,220219000.0,84454000.0
1701051,"WideOpenWest, Inc.",2023-08-08,USD / shares,-1.25,,87502000.0,,,USD,294000000.0,USD,172600000.0,USD,-101700000.0,USD,-101700000.0,USD,0.0,,,USD,1800000.0,USD,56700000.0,USD,1621400000.0,USD,119500000.0,USD,1621400000.0,USD,759400000.0,USD,0.0,USD,1501900000.0,USD,1221200000.0,USD,742500000.0,USD,400200000.0,USD,1063400000.0,USD,157800000.0,USD,400200000.0,-54900000.0
316709,SCHWAB CHARLES CORP,2023-08-08,USD / shares,0.64,,87502000.0,,,USD,2965000000.0,USD,4656000000.0,USD,1254000000.0,USD,1254000000.0,USD,1254000000.0,,,USD,-10323000000.0,USD,-23274000000.0,USD,511505000000.0,USD,511505000000.0,USD,511505000000.0,USD,3686000000.0,USD,0.0,USD,0.0,USD,474358000000.0,USD,-3686000000.0,USD,37147000000.0,USD,0.0,USD,474358000000.0,USD,37147000000.0,12951000000.0
746514,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,2023-08-08,,,,87502000.0,,,USD,13362686.0,USD,18101036.0,USD,2392606.0,USD,2392606.0,USD,2392606.0,,,USD,31045541.0,USD,-2478945.0,USD,386936754.0,USD,386936754.0,USD,386936754.0,,,USD,0.0,USD,0.0,USD,451242787.0,,,USD,-64306033.0,USD,0.0,USD,451242787.0,USD,-64306033.0,33524486.0
1711933,"Akoya Biosciences, Inc.",2023-08-08,USD / shares,-0.51,USD,11405000.0,USD,12116000.0,USD,31358000.0,USD,23521000.0,USD,-20803000.0,USD,-20803000.0,USD,-20803000.0,,,USD,33100000.0,USD,46327000.0,USD,188879000.0,USD,126170000.0,USD,188879000.0,USD,11139000.0,USD,0.0,USD,62709000.0,USD,116978000.0,USD,51570000.0,USD,71901000.0,USD,79588000.0,USD,37390000.0,USD,71901000.0,-13227000.0
1336917,"Under Armour, Inc.",2023-08-08,USD / shares,0.02,USD,709276000.0,USD,607736000.0,USD,586806000.0,USD,1317012000.0,USD,-3536000.0,USD,-3536000.0,USD,-12085000.0,USD,-12087000.0,USD,-6881000.0,USD,-1234000.0,USD,4867160000.0,USD,2984218000.0,USD,4867160000.0,USD,679114000.0,USD,0.0,USD,1882942000.0,USD,2861750000.0,USD,1203828000.0,USD,2005410000.0,USD,1397544000.0,USD,1464206000.0,USD,2005410000.0,-5647000.0
701288,ATRION CORP,2023-08-08,USD / shares,3.73,USD,26584000.0,USD,17254000.0,USD,9875000.0,USD,43838000.0,USD,6563000.0,USD,6563000.0,USD,0.0,,,USD,-4254000.0,USD,-1021000.0,USD,266825000.0,USD,116009000.0,USD,266825000.0,USD,127707000.0,USD,0.0,USD,150816000.0,USD,25909000.0,USD,23109000.0,USD,240916000.0,USD,9481000.0,USD,16428000.0,USD,240916000.0,-3233000.0
1050797,COLUMBIA SPORTSWEAR CO,2023-08-08,USD / shares,0.14,USD,306888000.0,USD,314045000.0,USD,307816000.0,USD,620933000.0,USD,1596000.0,USD,1596000.0,USD,-6754000.0,USD,-3298000.0,USD,-129478000.0,USD,-79633000.0,USD,2789804000.0,USD,1901140000.0,USD,2789804000.0,USD,280578000.0,USD,0.0,USD,888664000.0,USD,915146000.0,USD,608086000.0,USD,1874658000.0,USD,357878000.0,USD,557268000.0,USD,1874658000.0,-49845000.0
1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",2023-08-08,USD / shares,0.01,,87502000.0,,,USD,-900000.0,USD,1347900000.0,USD,-31400000.0,USD,-31400000.0,USD,-31400000.0,USD,200000.0,USD,-60500000.0,USD,-6500000.0,USD,8669700000.0,USD,707700000.0,USD,8669700000.0,,,USD,0.0,USD,7962000000.0,USD,11252300000.0,,,USD,-2582600000.0,USD,9698000000.0,USD,1554300000.0,USD,-2582600000.0,-54000000.0
1641614,CPI Card Group Inc.,2023-08-08,USD / shares,0.57,USD,74135000.0,USD,40825000.0,USD,23333000.0,USD,114960000.0,USD,6523000.0,USD,6523000.0,USD,6523000.0,,,USD,-2994000.0,USD,-2944000.0,USD,300069000.0,USD,170053000.0,USD,300069000.0,,,USD,0.0,USD,130016000.0,USD,363039000.0,,,USD,-62970000.0,USD,309242000.0,USD,53797000.0,USD,-62970000.0,-50000.0
1705110,Angi Inc.,2023-08-08,USD / shares,-0.03,USD,31662000.0,USD,343406000.0,USD,360089000.0,USD,375068000.0,USD,-12565000.0,USD,-12866000.0,USD,1914000.0,USD,364000.0,USD,55119000.0,USD,-6199000.0,USD,1902218000.0,USD,511342000.0,USD,1902218000.0,USD,129670000.0,USD,3639000.0,USD,1390876000.0,USD,860334000.0,USD,1261206000.0,USD,1038245000.0,USD,556926000.0,USD,303408000.0,USD,1041884000.0,61318000.0
1585364,PERRIGO Co plc,2023-08-08,USD / shares,0.06,USD,765100000.0,USD,428000000.0,USD,371200000.0,USD,1193100000.0,USD,8400000.0,USD,8400000.0,USD,0.0,USD,2300000.0,USD,2200000.0,USD,-48600000.0,USD,10964700000.0,USD,2773000000.0,USD,10964700000.0,USD,918300000.0,USD,0.0,USD,8191700000.0,USD,6116100000.0,USD,8191700000.0,USD,4848600000.0,USD,5059200000.0,USD,1056900000.0,USD,4848600000.0,50800000.0
52988,JACOBS SOLUTIONS INC.,2023-08-08,USD / shares,1.3,USD,3329959000.0,USD,856743000.0,USD,587002000.0,USD,4186702000.0,USD,238467000.0,USD,229893000.0,USD,65654000.0,USD,11548000.0,USD,-131470000.0,USD,-434330000.0,USD,14936699000.0,USD,4823747000.0,USD,14936699000.0,USD,378410000.0,USD,50700000.0,USD,10112952000.0,USD,8364283000.0,USD,9734542000.0,USD,6521716000.0,USD,5064297000.0,USD,3299986000.0,USD,6572416000.0,302860000.0
1555280,Zoetis Inc.,2023-08-08,USD / shares,1.45,USD,607000000.0,USD,1573000000.0,USD,701000000.0,USD,2180000000.0,USD,603000000.0,USD,604000000.0,USD,-67000000.0,USD,-1000000.0,USD,-392000000.0,USD,-494000000.0,USD,13749000000.0,USD,6183000000.0,USD,13749000000.0,USD,3011000000.0,USD,-4000000.0,USD,7566000000.0,USD,9128000000.0,USD,4555000000.0,USD,4625000000.0,USD,7359000000.0,USD,1769000000.0,USD,4621000000.0,102000000.0
310142,SENSIENT TECHNOLOGIES CORP,2023-08-08,USD / shares,0.81,USD,252136000.0,USD,122177000.0,USD,70586000.0,USD,374313000.0,USD,41199000.0,USD,41199000.0,USD,7166000.0,,,USD,10578000.0,USD,-24018000.0,USD,2046212000.0,USD,968691000.0,USD,2046212000.0,USD,504981000.0,USD,0.0,USD,1077521000.0,USD,991948000.0,USD,572540000.0,USD,1054264000.0,USD,769302000.0,USD,222646000.0,USD,1054264000.0,34596000.0
1001233,"SANGAMO THERAPEUTICS, INC",2023-08-08,USD / shares,-0.66,,87502000.0,,,USD,130407000.0,USD,6835000.0,USD,-114684000.0,USD,-114684000.0,USD,-114684000.0,USD,313000.0,USD,-11411000.0,USD,6519000.0,USD,325074000.0,USD,159609000.0,USD,325074000.0,USD,60717000.0,USD,0.0,USD,165465000.0,USD,91432000.0,USD,104748000.0,USD,233642000.0,USD,37640000.0,USD,53792000.0,USD,233642000.0,-17930000.0
925528,HUDSON TECHNOLOGIES INC /NY,2023-08-08,USD / shares,0.42,USD,53847000.0,USD,36627000.0,USD,8972000.0,USD,90474000.0,USD,19189000.0,USD,19189000.0,USD,0.0,,,USD,-907000.0,USD,-11062000.0,USD,299055000.0,USD,205293000.0,USD,299055000.0,USD,19909000.0,USD,0.0,USD,93762000.0,USD,87605000.0,USD,73853000.0,USD,211450000.0,USD,34019000.0,USD,53586000.0,USD,211450000.0,10155000.0
61986,MANITOWOC CO INC,2023-08-08,USD / shares,0.58,USD,479800000.0,USD,123000000.0,USD,88600000.0,USD,602800000.0,USD,26300000.0,USD,26300000.0,USD,26300000.0,,,USD,-30400000.0,USD,10700000.0,USD,1701100000.0,USD,1069000000.0,USD,1701100000.0,USD,341900000.0,USD,0.0,USD,632100000.0,USD,1121700000.0,USD,290200000.0,USD,579400000.0,USD,537200000.0,USD,584500000.0,USD,579400000.0,-41100000.0
1580560,Flywire Corp,2023-08-08,USD / shares,-0.15,,87502000.0,,,USD,101677000.0,USD,84869000.0,USD,-14364000.0,USD,-14364000.0,USD,-14364000.0,USD,1522000.0,USD,-1018000.0,USD,3900000.0,USD,638573000.0,USD,413719000.0,USD,638573000.0,USD,14701000.0,USD,0.0,USD,224854000.0,USD,147497000.0,USD,210153000.0,USD,491076000.0,USD,15992000.0,USD,131505000.0,USD,491076000.0,-4918000.0
1604464,"Atara Biotherapeutics, Inc.",2023-08-08,USD / shares,-0.68,,87502000.0,,,USD,72371000.0,USD,957000.0,USD,-70804000.0,USD,-70804000.0,USD,-70804000.0,,,USD,-2843000.0,USD,471000.0,USD,246439000.0,USD,172320000.0,USD,246439000.0,USD,5349000.0,USD,0.0,USD,74119000.0,USD,238985000.0,USD,68770000.0,USD,7454000.0,USD,164433000.0,USD,74552000.0,USD,7454000.0,-3314000.0
1530979,"Honest Company, Inc.",2023-08-08,USD / shares,-0.14,USD,61646000.0,USD,22898000.0,USD,36285000.0,USD,84544000.0,USD,-13403000.0,USD,-13403000.0,USD,-13403000.0,,,USD,8624000.0,USD,88000.0,USD,192508000.0,USD,144513000.0,USD,192508000.0,,,USD,0.0,USD,47995000.0,USD,68108000.0,,,USD,124400000.0,USD,26262000.0,USD,41846000.0,USD,124400000.0,8536000.0
1866550,"Thoughtworks Holding, Inc.",2023-08-08,USD / shares,-0.04,USD,196338000.0,USD,90877000.0,USD,92500000.0,USD,287215000.0,USD,-12923000.0,USD,-12923000.0,USD,-12923000.0,USD,-1370000.0,USD,-21062000.0,USD,-998000.0,USD,1327227000.0,USD,414710000.0,USD,1327227000.0,USD,32062000.0,USD,0.0,USD,912517000.0,USD,533499000.0,USD,880455000.0,USD,793728000.0,USD,395869000.0,USD,137630000.0,USD,793728000.0,-20064000.0
1674335,"JELD-WEN Holding, Inc.",2023-08-08,USD / shares,0.45,USD,900212000.0,USD,225555000.0,USD,169289000.0,USD,1125767000.0,USD,30056000.0,USD,30056000.0,USD,30056000.0,USD,-700000.0,USD,59446000.0,USD,-70687000.0,USD,3545849000.0,USD,1762160000.0,USD,3545849000.0,,,USD,0.0,USD,1783689000.0,USD,2763465000.0,,,USD,782384000.0,USD,1906241000.0,USD,857224000.0,USD,782384000.0,130133000.0
1617553,"ZIPRECRUITER, INC.",2023-08-08,USD / shares,0.14,USD,15676000.0,USD,154745000.0,USD,132221000.0,USD,170421000.0,USD,14316000.0,USD,14316000.0,USD,-64000.0,,,USD,24137000.0,USD,-55506000.0,USD,634208000.0,USD,545009000.0,USD,634208000.0,USD,7147000.0,USD,0.0,USD,89199000.0,USD,660060000.0,USD,82052000.0,USD,-25852000.0,USD,558904000.0,USD,101156000.0,USD,-25852000.0,79643000.0
1569187,"Armada Hoffler Properties, Inc.",2023-08-08,USD / shares,0.13,USD,119376000.0,USD,46563000.0,USD,22786000.0,USD,165939000.0,USD,16636000.0,USD,13222000.0,USD,1751000.0,,,USD,-339000.0,USD,24151000.0,USD,2471054000.0,USD,2471054000.0,USD,2471054000.0,,,USD,249603000.0,USD,0.0,USD,1589392000.0,,,USD,632059000.0,USD,0.0,USD,1589392000.0,USD,881662000.0,-24490000.0
1234006,GLADSTONE COMMERCIAL CORP,2023-08-08,USD / shares,-0.19,,87502000.0,,,USD,33716000.0,USD,38658000.0,USD,3437000.0,USD,3510000.0,USD,8025000.0,,,USD,1772000.0,USD,-6399000.0,USD,1181935000.0,USD,1181935000.0,USD,1181935000.0,,,USD,1524000.0,USD,0.0,USD,828171000.0,,,USD,182199000.0,USD,0.0,USD,828171000.0,USD,183723000.0,8171000.0
1386278,GREEN DOT CORP,2023-08-08,,,,87502000.0,,,USD,361090000.0,USD,365876000.0,USD,-32788000.0,USD,-32788000.0,USD,-33366000.0,,,USD,-60557000.0,USD,-110930000.0,USD,4572905000.0,USD,1322846000.0,USD,4572905000.0,USD,171589000.0,USD,0.0,USD,3250059000.0,USD,3731666000.0,USD,3078470000.0,USD,841239000.0,USD,6322000.0,USD,3725344000.0,USD,841239000.0,50373000.0
1293282,TechTarget Inc,2023-08-08,USD / shares,0.1,USD,19100000.0,USD,39329000.0,USD,38679000.0,USD,58429000.0,USD,4191000.0,USD,4191000.0,USD,4191000.0,,,USD,-69209000.0,USD,-24350000.0,USD,730617000.0,USD,391407000.0,USD,730617000.0,USD,24062000.0,USD,0.0,USD,339210000.0,USD,528320000.0,USD,315148000.0,USD,202297000.0,USD,488555000.0,USD,39765000.0,USD,202297000.0,-44859000.0
1854401,Bridge Investment Group Holdings Inc.,2023-08-08,USD / shares,-0.24,,87502000.0,,,USD,77118000.0,USD,98803000.0,USD,-2782000.0,USD,-4794000.0,USD,-22000.0,,,USD,-7512000.0,USD,-44334000.0,USD,1346383000.0,USD,1346383000.0,USD,1346383000.0,,,USD,530162000.0,USD,0.0,USD,730722000.0,,,USD,85499000.0,USD,0.0,USD,730722000.0,USD,615661000.0,36822000.0
880266,AGCO CORP /DE,2023-08-08,USD / shares,4.26,USD,2817000000.0,USD,1005700000.0,USD,509300000.0,USD,3822700000.0,USD,390800000.0,USD,390800000.0,USD,71600000.0,,,USD,-73800000.0,USD,-127100000.0,USD,11394000000.0,USD,6747000000.0,USD,11394000000.0,USD,1738600000.0,USD,200000.0,USD,4647000000.0,USD,7255000000.0,USD,2908400000.0,USD,4138800000.0,USD,2952500000.0,USD,4302500000.0,USD,4139000000.0,53300000.0
1786248,"NexPoint Real Estate Finance, Inc.",2023-08-08,USD / shares,0.33,,87502000.0,,,USD,5098000.0,USD,4205000.0,USD,8477000.0,USD,8477000.0,USD,0.0,,,USD,-18746000.0,USD,-390917000.0,USD,7603235000.0,USD,7603235000.0,USD,7603235000.0,,,USD,0.0,USD,0.0,USD,7137047000.0,,,USD,371643000.0,USD,0.0,USD,7137047000.0,USD,371643000.0,372171000.0
1797768,Kinnate Biopharma Inc.,2023-08-08,USD / shares,-0.68,,87502000.0,,,USD,34135000.0,USD,0.0,USD,-31796000.0,USD,-31796000.0,USD,122000.0,,,USD,-39063000.0,USD,1251000.0,USD,216135000.0,USD,188600000.0,USD,216135000.0,USD,2667000.0,USD,0.0,USD,27535000.0,USD,18515000.0,USD,24868000.0,USD,197620000.0,USD,2742000.0,USD,15773000.0,USD,197620000.0,-40314000.0
1708035,Ecovyst Inc.,2023-08-08,USD / shares,0.22,USD,123140000.0,USD,60970000.0,USD,27657000.0,USD,184110000.0,USD,32814000.0,USD,32814000.0,USD,6692000.0,USD,-2576000.0,USD,-32387000.0,USD,-46308000.0,USD,1814038000.0,USD,197212000.0,USD,1814038000.0,USD,587204000.0,USD,0.0,USD,1616826000.0,USD,1146274000.0,USD,1029622000.0,USD,667764000.0,USD,1043243000.0,USD,103031000.0,USD,667764000.0,13921000.0
827871,"EAGLE PHARMACEUTICALS, INC.",2023-08-08,USD / shares,0.39,USD,16858000.0,USD,47788000.0,USD,37484000.0,USD,64646000.0,USD,5164000.0,USD,5164000.0,USD,5164000.0,,,USD,-6543000.0,USD,-6411000.0,USD,404822000.0,USD,187250000.0,USD,404822000.0,USD,1013000.0,USD,0.0,USD,217572000.0,USD,152782000.0,USD,216559000.0,USD,252040000.0,USD,66152000.0,USD,86630000.0,USD,252040000.0,-132000.0
1833197,"Latham Group, Inc.",2023-08-08,USD / shares,0.05,USD,126895000.0,USD,50233000.0,USD,36844000.0,USD,177128000.0,USD,5386000.0,USD,5386000.0,USD,5386000.0,,,USD,-11628000.0,USD,-48970000.0,USD,871141000.0,USD,262064000.0,USD,871141000.0,USD,111137000.0,USD,0.0,USD,609077000.0,USD,484944000.0,USD,497940000.0,USD,386197000.0,USD,397101000.0,USD,87843000.0,USD,386197000.0,37342000.0
1819574,"Bark, Inc.",2023-08-08,USD / shares,-0.07,USD,47555000.0,USD,73036000.0,USD,87040000.0,USD,120591000.0,USD,-11663000.0,USD,-11663000.0,USD,-11663000.0,USD,2000.0,USD,-13932000.0,USD,-221000.0,USD,373853000.0,USD,286669000.0,USD,373853000.0,USD,38366000.0,USD,0.0,USD,87184000.0,USD,211915000.0,USD,48818000.0,USD,161938000.0,USD,131322000.0,USD,80593000.0,USD,161938000.0,-13711000.0
1381197,"Interactive Brokers Group, Inc.",2023-08-08,USD / shares,1.21,,87502000.0,,,USD,-283000000.0,USD,369000000.0,USD,632000000.0,USD,132000000.0,USD,31000000.0,USD,31000000.0,USD,1883000000.0,USD,-252000000.0,USD,120593000000.0,USD,120593000000.0,USD,120593000000.0,,,USD,9499000000.0,USD,0.0,USD,107936000000.0,,,USD,3158000000.0,USD,0.0,USD,107936000000.0,USD,12657000000.0,2135000000.0
1847351,Beard Energy Transition Acquisition Corp.,2023-08-08,,,,87502000.0,,,,61616000.0,,116920000.0,USD,1729914.0,USD,1729914.0,USD,0.0,,,USD,-709780.0,USD,-165572099.0,USD,78653817.0,USD,3440653.0,USD,78653817.0,,,USD,-80009.0,USD,75213164.0,USD,11520163.0,,,USD,-7999501.0,USD,8050000.0,USD,3470163.0,USD,-8079510.0,164862319.0
1619856,"Caribou Biosciences, Inc.",2023-08-08,USD / shares,-0.48,,87502000.0,,,USD,36623000.0,USD,3755000.0,USD,-29925000.0,USD,-29925000.0,USD,-29925000.0,,,USD,13450000.0,USD,17571000.0,USD,349647000.0,USD,268538000.0,USD,349647000.0,USD,15429000.0,USD,0.0,USD,81109000.0,USD,80189000.0,USD,65680000.0,USD,269458000.0,USD,45814000.0,USD,34375000.0,USD,269458000.0,-4121000.0
763744,LCI INDUSTRIES,2023-08-08,USD / shares,1.32,USD,796519000.0,USD,218120000.0,USD,162946000.0,USD,1014639000.0,USD,34289000.0,USD,34289000.0,USD,863000.0,USD,375000.0,USD,-1371000.0,USD,-166495000.0,USD,3076397000.0,USD,1235245000.0,USD,3076397000.0,USD,478885000.0,USD,0.0,USD,1841152000.0,USD,1705500000.0,USD,1362267000.0,USD,1370897000.0,USD,1264048000.0,USD,441452000.0,USD,1370897000.0,165124000.0
1660334,Verrica Pharmaceuticals Inc.,2023-08-08,USD / shares,-0.24,,87502000.0,,,USD,11798000.0,USD,182000.0,USD,-10990000.0,USD,-10990000.0,USD,-10990000.0,,,USD,-4812000.0,USD,-84000.0,USD,62201000.0,USD,56777000.0,USD,62201000.0,USD,3688000.0,USD,0.0,USD,5424000.0,USD,6801000.0,USD,1736000.0,USD,55400000.0,USD,1070000.0,USD,5731000.0,USD,55400000.0,-4728000.0
313143,HAEMONETICS CORP,2023-08-08,USD / shares,0.81,USD,144067000.0,USD,167265000.0,USD,113606000.0,USD,311332000.0,USD,41905000.0,USD,41905000.0,USD,863000.0,USD,-1974000.0,USD,1253000.0,USD,-598000.0,USD,1962258000.0,USD,801607000.0,USD,1962258000.0,USD,304467000.0,USD,0.0,USD,1160651000.0,USD,1097642000.0,USD,856184000.0,USD,864616000.0,USD,860703000.0,USD,236939000.0,USD,864616000.0,1851000.0
